matchId,stage,status,date,home.name,home.image,away.name,away.image,result.home,result.away,home_rating,away_rating,referee,venue,capacity,attendance,expected_goals_(xg).home,expected_goals_(xg).away,ball_possession.home,ball_possession.away,total_shots.home,total_shots.away,shots_on_target.home,shots_on_target.away,big_chances.home,big_chances.away,corner_kicks.home,corner_kicks.away,passes.home,passes.away,yellow_cards.home,yellow_cards.away,xg_on_target_(xgot).home,xg_on_target_(xgot).away,shots_off_target.home,shots_off_target.away,blocked_shots.home,blocked_shots.away,shots_inside_the_box.home,shots_inside_the_box.away,shots_outside_the_box.home,shots_outside_the_box.away,hit_the_woodwork.home,hit_the_woodwork.away,touches_in_opposition_box.home,touches_in_opposition_box.away,accurate_through_passes.home,accurate_through_passes.away,offsides.home,offsides.away,free_kicks.home,free_kicks.away,long_passes.home,long_passes.away,passes_in_final_third.home,passes_in_final_third.away,crosses.home,crosses.away,expected_assists_(xa).home,expected_assists_(xa).away,throw-ins.home,throw-ins.away,fouls.home,fouls.away,tackles.home,tackles.away,duels_won.home,duels_won.away,clearances.home,clearances.away,interceptions.home,interceptions.away,errors_leading_to_shot.home,errors_leading_to_shot.away,errors_leading_to_goal.home,errors_leading_to_goal.away,goalkeeper_saves.home,goalkeeper_saves.away,xgot_faced.home,xgot_faced.away,goals_prevented.home,goals_prevented.away,red_cards.home,red_cards.away,headed_goals.home,headed_goals.away
fNaktakC,,FINISHED,24.08.2024 16:00,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,0,1,6.6,7.3,Barrott S. (Eng),St. Mary's Stadium (Southampton),32 384,31 150,0.26,2.14,65%,35%,5,23,1,8,,,4,10,0%,0%,3,3,,,1,8,3,7,,,,,,,,,,,0,1,15,16,,,,,,,,,15,13,14,13,,,,,,,,,,,,,7,1,,,,,,,,
2m3cvwKO,,FINISHED,24.08.2024 16:00,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,4,0,7.6,6.2,Taylor A. (Eng),Tottenham Hotspur Stadium (London),62 850,61 357,2.58,0.48,71%,29%,13,10,7,1,,,12,5,0%,0%,,,,,4,7,2,2,,,,,,,,,,,0,4,17,12,,,,,,,,,21,16,11,15,,,,,,,,,,,,,1,3,,,,,,,,
8j9FTL56,,FINISHED,24.08.2024 13:30,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,2,1,7.2,6.6,Pawson C. (Eng),Amex Stadium (Brighton),31 876,31 537,2.34,1.65,48%,52%,14,11,5,4,,,4,4,0%,0%,1,2,,,8,5,1,2,,,,,,,,,,,0,6,14,10,,,,,,,,,21,15,9,13,,,,,,,,,,,,,3,3,,,,,,,,
AeRSxQrK,,FINISHED,19.08.2024 21:00,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,1,1,7.1,7.1,Kavanagh C. (Eng),King Power Stadium (Leicester),32 261,31 977,1.15,0.98,29%,71%,7,15,3,7,,,2,13,0%,0%,1,1,,,3,2,1,6,,,,,,,,,,,2,1,13,12,,,,,,,,,20,20,11,12,,,,,,,,,,,,,6,2,,,,,,,,
fmqtFMjD,,FINISHED,18.08.2024 17:30,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,0,2,6.5,7.4,Taylor A. (Eng),Stamford Bridge (London),40 341,39 818,0.62,0.82,48%,52%,10,11,3,5,,,4,3,0%,0%,1,1,,,2,4,5,2,,,,,,,,,,,2,1,10,14,,,,,,,,,17,18,12,9,,,,,,,,,,,,,3,3,,,,,,,,
8WpYGrM0,,FINISHED,18.08.2024 15:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,2,1,7.3,6.5,Barrott S. (Eng),Brentford Community Stadium (London),17 250,16 988,1.52,1.06,46%,54%,9,14,5,6,,,4,7,0%,0%,1,5,,,3,4,1,4,,,,,,,,,,,1,3,17,6,,,,,,,,,16,20,6,15,,,,,,,,,,,,,5,3,,,,,,,,
nHdPI4il,,FINISHED,17.08.2024 18:30,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,1,2,6.4,7.1,Harrington T. (Eng),London Stadium (London),62 500,62 463,1.50,1.84,51%,49%,14,15,3,3,,,5,3,0%,0%,1,2,,,8,7,3,5,,,,,,,,,,,1,1,10,19,,,,,,,,,15,21,18,11,,,,,,,,,,,,,1,2,,,,,,,,
CntkHiGq,,FINISHED,17.08.2024 16:00,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,2,0,7.4,6.4,Gillett J. (Aus),Emirates Stadium (London),60 704,60 261,1.36,0.55,53%,47%,18,9,6,3,,,8,2,0%,0%,2,2,,,7,5,5,1,,,,,,,,,,,0,1,14,18,,,,,,,,,19,18,17,14,,,,,,,,,,,,,3,4,,,,,,,,
hdlcFVpd,,FINISHED,17.08.2024 16:00,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,0,3,6.2,7.3,Hooper S. (Eng),Goodison Park (Liverpool),39 572,39 217,0.44,1.30,37%,63%,9,10,1,5,,,1,5,0%,0%,1,1,,,6,5,2,0,,,,,,,,,,,7,1,9,9,,,,,,,,,31,16,8,8,,,,,,,,,,,,,2,1,,,,,1,0,,
pjyqwZx3,,FINISHED,17.08.2024 16:00,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,1,0,6.8,6.5,Pawson C. (Eng),St. James' Park (Newcastle),52 305,52 196,0.38,0.94,22%,78%,3,19,1,5,,,3,12,0%,0%,2,4,,,0,6,2,8,,,,,,,,,,,1,2,15,15,,,,,,,,,12,19,15,16,,,,,,,,,,,,,5,0,,,,,1,0,,
tIUiyD7F,,FINISHED,17.08.2024 16:00,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,1,1,7.2,7.2,Oliver M. (Eng),City Ground (Nottingham),30 404,29 763,1.28,1.53,54%,47%,14,15,8,5,,,2,6,0%,0%,1,3,,,3,8,3,2,,,,,,,,,,,1,4,9,19,,,,,,,,,27,19,18,9,,,,,,,,,,,,,4,7,,,,,,,,
t4kJMDhM,,FINISHED,17.08.2024 13:30,Ipswich,https://static.flashscore.com/res/image/data/zm5vbmDa-jXzj6iAf.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,0,2,6.5,7.3,Robinson T. (Eng),Portman Road (Ipswich),30 017,30 014,0.28,2.51,38%,62%,7,18,2,5,,,2,10,0%,0%,3,1,,,3,6,2,7,,,,,,,,,,,5,0,19,10,,,,,,,,,14,24,9,18,,,,,,,,,,,,,3,2,,,,,,,,
Kl1AOZN9,,FINISHED,16.08.2024 21:00,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,1,0,7.2,6.8,Jones R. (Eng),Old Trafford (Manchester),75 635,73 297,1.50,0.16,55%,45%,14,10,5,2,,,7,8,0%,0%,2,3,,,8,6,1,2,,,,,,,,,,,3,1,10,13,,,,,,,,,16,15,12,10,,,,,,,,,,,,,2,4,,,,,,,,
