matchId,stage,status,date,home.name,home.image,away.name,away.image,result.home,result.away,home_rating,away_rating,referee,venue,capacity,attendance,expected_goals_(xg).home,expected_goals_(xg).away,ball_possession.home,ball_possession.away,total_shots.home,total_shots.away,shots_on_target.home,shots_on_target.away,big_chances.home,big_chances.away,corner_kicks.home,corner_kicks.away,passes.home,passes.away,yellow_cards.home,yellow_cards.away,xg_on_target_(xgot).home,xg_on_target_(xgot).away,shots_off_target.home,shots_off_target.away,blocked_shots.home,blocked_shots.away,shots_inside_the_box.home,shots_inside_the_box.away,shots_outside_the_box.home,shots_outside_the_box.away,hit_the_woodwork.home,hit_the_woodwork.away,touches_in_opposition_box.home,touches_in_opposition_box.away,accurate_through_passes.home,accurate_through_passes.away,offsides.home,offsides.away,free_kicks.home,free_kicks.away,long_passes.home,long_passes.away,passes_in_final_third.home,passes_in_final_third.away,crosses.home,crosses.away,expected_assists_(xa).home,expected_assists_(xa).away,throw-ins.home,throw-ins.away,fouls.home,fouls.away,tackles.home,tackles.away,duels_won.home,duels_won.away,clearances.home,clearances.away,interceptions.home,interceptions.away,errors_leading_to_shot.home,errors_leading_to_shot.away,errors_leading_to_goal.home,errors_leading_to_goal.away,goalkeeper_saves.home,goalkeeper_saves.away,xgot_faced.home,xgot_faced.away,goals_prevented.home,goals_prevented.away,red_cards.home,red_cards.away,headed_goals.home,headed_goals.away
WveT5hmm,,FINISHED,23.11.2024 16:00,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,1,2,6.4,7.1,Attwell S. (Eng),Vitality Stadium (Bournemouth),11 307,11 196,1.42,0.94,55%,45%,20,6,6,4,4,2,7,0,87%,80%,2,4,,,11,1,3,1,14,5,5,1,1,0,38,14,,,5,1,10,12,,,77%,58%,17%,100%,,,15,18,12,10,55%,68%,,,7,30,10,8,,,,,2,5,,,,,0,1,,
v3JHq2Wp,,FINISHED,23.11.2024 16:00,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,0,0,7.3,6.9,Kavanagh C. (Eng),Goodison Park (Liverpool),39 572,38 915,1.15,1.08,59%,41%,27,9,5,2,1,2,10,4,87%,79%,,,,,12,4,10,3,16,5,11,4,0,0,40,15,,,3,3,10,8,,,81%,52%,30%,20%,,,15,12,8,10,38%,67%,,,23,31,2,3,,,,,2,5,,,,,0,1,,
69B375Oi,,FINISHED,23.11.2024 16:00,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,1,4,6.4,7.3,Jones R. (Eng),Craven Cottage (London),29 589,26 685,1.01,1.26,59%,41%,10,11,3,6,1,2,7,2,85%,83%,3,0,,,4,2,3,3,6,7,4,3,2,0,23,22,,,2,1,14,14,,,78%,64%,29%,0%,,,21,25,14,14,61%,56%,,,11,35,9,7,,,,,2,2,,,,,,,,
EubK3NNG,,FINISHED,23.11.2024 13:30,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,1,2,6.3,7.2,Madley A. (Eng),King Power Stadium (Leicester),32 261,31 880,1.11,2.64,36%,64%,5,16,2,7,1,4,2,9,75%,87%,4,3,,,2,6,1,3,4,11,0,5,0,0,10,38,,,3,1,12,15,,,57%,76%,17%,25%,,,19,17,15,12,50%,61%,,,19,10,8,9,,,,,5,1,,,,,,,0,1
CEnSxfJ0,,FINISHED,10.11.2024 17:30,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,1,1,7,7,Oliver M. (Eng),Stamford Bridge (London),40 341,39 780,1.28,0.99,49%,51%,17,13,3,3,,,4,3,85%,88%,4,2,,,6,4,8,6,,,,,,,,,,,1,7,12,12,,,,,,,,,9,18,12,12,,,,,,,7,7,,,,,2,2,,,,,,,,
KK9ggF3s,,FINISHED,10.11.2024 15:00,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,3,0,7.5,6.5,Bankes P. (Eng),Old Trafford (Manchester),75 635,73 829,0.75,0.77,51%,49%,13,6,3,5,,,1,5,85%,83%,0,1,,,4,1,6,0,,,,,,,,,,,1,2,5,9,,,,,,,,,20,26,9,5,,,,,,,8,8,,,,,5,0,,,,,,,,
hY71igYg,,FINISHED,10.11.2024 15:00,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,1,3,6.5,7.3,Taylor A. (Eng),City Ground (Nottingham),30 404,30 145,0.58,1.56,43%,57%,9,17,3,6,,,4,5,78%,86%,1,1,,,3,7,3,4,,,,,,,,,,,3,0,6,13,,,,,,,,,17,20,13,6,,,,,,,7,13,,,,,3,2,,,,,,,,
CzO2kX26,,FINISHED,10.11.2024 15:00,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Ipswich,https://static.flashscore.com/res/image/data/zm5vbmDa-jXzj6iAf.png,1,2,6.8,7,England D. (Eng),Tottenham Hotspur Stadium (London),62 850,61 505,1.82,1.74,66%,34%,17,8,5,3,,,12,2,84%,68%,1,5,,,9,2,3,3,,,,,,,,,,,0,0,19,10,,,,,,,,,22,13,10,19,,,,,,,13,8,,,,,1,4,,,,,,,,
0zTMbytK,,FINISHED,09.11.2024 21:00,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,2,0,7.3,6.4,Coote D. (Eng),Anfield (Liverpool),61 276,60 292,2.02,1.50,63%,37%,14,12,5,2,,,2,9,88%,82%,0,3,,,6,8,3,2,,,,,,,,,,,1,1,15,11,,,,,,,,,13,9,11,15,,,,,,,8,6,,,,,2,3,,,,,,,,
6HqKvGll,,FINISHED,09.11.2024 18:30,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,2,1,6.8,6.6,Barrott S. (Eng),Amex Stadium (Brighton),31 876,31 715,2.26,2.16,39%,61%,10,15,4,6,,,0,4,87%,90%,3,3,,,4,6,2,3,,,,,,,,,,,3,1,10,12,,,,,,,,,12,18,12,10,,,,,,,11,4,,,,,5,2,,,,,,,,
nX2mpxRQ,,FINISHED,09.11.2024 16:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,3,2,7.4,6.4,Bond D. (Eng),Brentford Community Stadium (London),17 250,16 993,1.54,2.60,52%,48%,12,15,6,3,,,6,4,76%,75%,2,4,,,2,3,4,9,,,,,,,,,,,0,1,16,8,,,,,,,,,19,21,8,16,,,,,,,5,6,,,,,1,3,,,,,,,,
YTzyyYmD,,FINISHED,09.11.2024 16:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,0,2,6.5,7.5,Salisbury M. (Eng),Selhurst Park (London),25 486,25 142,1.75,1.84,35%,65%,13,17,5,7,,,1,8,77%,85%,1,1,,,6,6,2,4,,,,,,,,,,,1,4,11,10,,,,,,,,,15,20,10,11,,,,,,,21,12,,,,,5,5,,,,,1,0,,
K0RAmBXI,,FINISHED,09.11.2024 16:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,0,0,7.1,7.2,Attwell S. (Eng),London Stadium (London),62 500,62 463,1.00,0.97,49%,51%,11,18,6,4,,,7,6,78%,76%,1,2,,,1,8,4,6,,,,,,,,,,,1,1,9,10,,,,,,,,,23,32,10,9,,,,,,,6,7,,,,,4,6,,,,,,,,
0d4cBEPP,,FINISHED,09.11.2024 16:00,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,2,0,7.2,6.4,Bramall T. (Eng),Molineux Stadium (Wolverhampton),31 750,31 403,1.30,0.60,29%,71%,8,10,4,1,,,1,9,77%,90%,1,4,,,1,6,3,3,,,,,,,,,,,3,0,12,14,,,,,,,,,10,20,14,12,,,,,,,6,5,,,,,1,2,,,,,,,,
ratYowuH,,FINISHED,04.11.2024 21:00,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,2,1,7.4,6.6,Attwell S. (Eng),Craven Cottage (London),29 589,24 931,1.37,0.59,68%,32%,26,5,12,2,,,11,3,88%,70%,2,1,,,4,1,10,2,,,,,,,,,,,2,0,10,3,,,,,,,,,20,8,3,10,,,,,,,12,12,,,,,1,10,,,,,,,,
zil0kCo9,,FINISHED,03.11.2024 17:30,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,1,1,6.9,7.1,Jones R. (Eng),Old Trafford (Manchester),75 635,73 813,1.96,1.53,46%,54%,11,12,4,3,,,4,8,79%,82%,6,2,,,4,4,3,5,,,,,,,,,,,4,0,14,19,,,,,,,,,12,13,19,14,,,,,,,12,7,,,,,2,3,,,,,,,,
drzevnw8,,FINISHED,03.11.2024 15:00,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,4,1,7.4,6.5,Pawson C. (Eng),Tottenham Hotspur Stadium (London),62 850,61 253,2.63,1.85,51%,49%,16,12,6,1,,,6,4,88%,82%,2,0,,,8,8,2,3,,,,,,,,,,,0,0,14,14,,,,,,,,,12,16,14,14,,,,,,,14,11,,,,,0,2,,,,,,,,
EJ4unbdE,,FINISHED,02.11.2024 18:30,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,2,2,7.1,7,Taylor A. (Eng),Molineux Stadium (Wolverhampton),31 750,29 505,1.52,2.89,57%,43%,11,19,6,7,,,3,6,77%,74%,1,2,,,4,7,1,5,,,,,,,,,,,4,1,9,7,,,,,,,,,26,19,7,9,,,,,,,14,8,,,,,5,4,,,,,,,,
MqhPmaA4,,FINISHED,02.11.2024 16:00,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,2,1,7.2,6.6,Oliver M. (Eng),Vitality Stadium (Bournemouth),11 307,11 231,1.77,1.80,35%,65%,12,18,6,4,,,3,10,83%,90%,2,1,,,4,10,2,4,,,,,,,,,,,2,0,6,10,,,,,,,,,10,17,10,6,,,,,,,11,5,,,,,3,4,,,,,,,,
lb85TUOk,,FINISHED,02.11.2024 16:00,Ipswich,https://static.flashscore.com/res/image/data/zm5vbmDa-jXzj6iAf.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,1,1,7,7,Robinson T. (Eng),Portman Road (Ipswich),30 017,29 874,0.99,1.95,43%,57%,14,20,2,6,,,4,6,76%,79%,6,2,,,6,6,6,8,,,,,,,,,,,0,0,10,11,,,,,,,,,24,17,11,10,,,,,,,9,2,,,,,5,1,,,,,1,0,,
rc1ER8g2,,FINISHED,02.11.2024 16:00,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,2,1,7.3,6.7,Harrington T. (Eng),Anfield (Liverpool),61 276,60 331,1.60,1.00,49%,51%,16,13,8,5,,,9,7,83%,86%,1,2,,,2,4,6,4,,,,,,,,,,,1,0,18,10,,,,,,,,,17,18,10,18,,,,,,,10,9,,,,,4,6,,,,,,,,
21YvrUwq,,FINISHED,02.11.2024 16:00,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,3,0,7.4,6.2,Bankes P. (Eng),City Ground (Nottingham),30 404,30 112,2.00,0.16,53%,47%,19,4,6,2,,,10,5,85%,79%,1,4,,,10,2,3,0,,,,,,,,,,,1,1,9,7,,,,,,,,,20,13,7,9,,,,,,,5,9,,,,,2,3,,,,,0,1,,
OGMmt88e,,FINISHED,02.11.2024 16:00,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,1,0,7.3,6.6,Madley A. (Eng),St. Mary's Stadium (Southampton),32 384,31 143,0.69,1.47,65%,35%,9,16,2,5,,,3,6,91%,80%,4,2,,,5,8,2,3,,,,,,,,,,,3,1,18,14,,,,,,,,,8,12,14,18,,,,,,,7,7,,,,,5,1,,,,,,,,
WIs9mjGL,,FINISHED,02.11.2024 13:30,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,1,0,7.1,6.5,Brooks J. (Eng),St. James' Park (Newcastle),52 305,52 249,0.75,1.11,36%,64%,9,10,4,1,,,4,6,69%,86%,4,4,,,2,6,3,3,,,,,,,,,,,0,0,18,16,,,,,,,,,17,17,16,18,,,,,,,6,5,,,,,1,3,,,,,,,,
EqY7Orsg,,FINISHED,27.10.2024 17:30,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,2,2,7,6.9,Taylor A. (Eng),Emirates Stadium (London),60 704,60 383,1.03,0.85,45%,55%,9,9,3,4,,,1,3,80%,83%,2,2,,,4,3,2,2,,,,,,,,,,,2,1,14,14,,,,,,,,,15,20,14,14,,,,,,,10,6,,,,,2,1,,,,,,,,
EcDtwrdn,,FINISHED,27.10.2024 15:00,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,2,1,7.4,6.4,Hooper S. (Eng),Stamford Bridge (London),40 341,39 526,1.68,1.85,51%,49%,17,11,7,3,,,7,4,85%,80%,6,3,,,6,5,4,3,,,,,,,,,,,2,1,16,13,,,,,,,,,12,21,13,16,,,,,,,18,5,,,,,2,5,,,,,,,,
zD1kyMQb,,FINISHED,27.10.2024 15:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,1,0,7.2,6.7,Bond D. (Eng),Selhurst Park (London),25 486,25 180,0.83,0.72,34%,66%,14,11,6,3,,,8,8,65%,81%,4,4,,,7,4,1,4,,,,,,,,,,,4,1,12,16,,,,,,,,,13,18,16,12,,,,,,,10,7,,,,,3,5,,,,,,,,
EJlHkLuh,,FINISHED,27.10.2024 15:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,2,1,7,6.6,Coote D. (Eng),London Stadium (London),62 500,62 474,2.98,2.12,43%,57%,12,18,3,5,,,6,5,81%,84%,5,1,,,8,7,1,6,,,,,,,,,,,3,3,7,6,,,,,,,,,14,24,6,7,,,,,,,13,5,,,,,4,1,,,,,,,,
rw5cZaeB,,FINISHED,26.10.2024 18:30,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,1,1,6.9,7.1,Brooks J. (Eng),Goodison Park (Liverpool),39 572,38 742,0.79,1.25,40%,60%,10,14,5,3,,,4,2,80%,86%,1,0,,,3,9,2,2,,,,,,,,,,,4,2,8,8,,,,,,,,,19,24,8,8,,,,,,,8,5,,,,,2,4,,,,,,,,
ABRGMMB5,,FINISHED,26.10.2024 16:00,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,1,1,6.9,7,Kavanagh C. (Eng),Villa Park (Birmingham),42 789,42 165,1.80,0.31,57%,43%,18,11,8,3,,,9,7,83%,83%,7,6,,,5,4,5,4,,,,,,,,,,,0,5,14,12,,,,,,,,,14,7,12,14,,,,,,,10,11,,,,,2,7,,,,,,,,
rPPOK0tI,,FINISHED,26.10.2024 16:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Ipswich,https://static.flashscore.com/res/image/data/zm5vbmDa-jXzj6iAf.png,4,3,7.2,6.4,Smith L. (Eng),Brentford Community Stadium (London),17 250,17 109,3.94,1.36,65%,35%,20,11,9,5,,,4,5,84%,72%,0,3,,,5,6,6,0,,,,,,,,,,,2,1,10,7,,,,,,,,,25,11,7,10,,,,,,,3,10,,,,,2,5,,,,,0,1,,
viJXIvBU,,FINISHED,26.10.2024 16:00,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,2,2,7.1,7.3,Oliver M. (Eng),Amex Stadium (Brighton),31 876,31 840,1.11,1.15,51%,49%,19,14,6,7,,,9,6,86%,82%,3,3,,,5,2,8,5,,,,,,,,,,,2,1,10,11,,,,,,,,,14,15,11,10,,,,,,,9,9,,,,,5,4,,,,,,,,
zypxSHmo,,FINISHED,26.10.2024 16:00,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,1,0,7.4,6.6,Harrington T. (Eng),Etihad Stadium (Manchester),55 097,52 844,2.73,0.21,58%,42%,22,5,8,2,,,12,1,93%,90%,1,3,,,7,2,7,1,,,,,,,,,,,1,2,9,9,,,,,,,,,12,11,9,9,,,,,,,9,7,,,,,2,7,,,,,,,,
v5b6XwQN,,FINISHED,25.10.2024 21:00,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,1,3,6.6,7.2,Pawson C. (Eng),King Power Stadium (Leicester),32 261,31 879,0.60,1.77,64%,36%,11,20,1,5,,,6,7,86%,77%,5,3,,,7,9,3,6,,,,,,,,,,,0,1,9,16,,,,,,,,,23,10,16,9,,,,,,,4,10,,,,,2,0,,,,,,,,
KMCY9qSa,,FINISHED,21.10.2024 21:00,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,1,0,7.4,6.9,Robinson T. (Eng),City Ground (Nottingham),30 404,29 443,1.62,1.12,50%,50%,20,20,6,7,,,6,6,82%,80%,2,3,,,5,7,9,6,,,,,,,,,,,2,2,12,9,,,,,,,,,21,15,9,12,,,,,,,14,5,,,,,7,5,,,,,,,,
2ot8gOsJ,,FINISHED,20.10.2024 17:30,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,2,1,7,6.4,Brooks J. (Eng),Anfield (Liverpool),61 276,60 277,1.63,0.93,43%,57%,8,12,5,2,,,1,5,79%,87%,4,3,,,2,6,1,4,,,,,,,,,,,5,0,13,12,,,,,,,,,17,14,12,13,,,,,,,6,8,,,,,1,3,,,,,,,,
SSZaQ4Ct,,FINISHED,20.10.2024 15:00,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,1,2,6.6,7.4,Kavanagh C. (Eng),Molineux Stadium (Wolverhampton),31 750,31 319,0.95,1.71,22%,78%,3,22,2,7,,,1,18,64%,89%,4,1,,,1,7,0,8,,,,,,,,,,,2,1,5,8,,,,,,,,,11,20,8,5,,,,,,,6,3,,,,,5,1,,,,,,,,
ShJjaSDs,,FINISHED,19.10.2024 18:30,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,2,0,7.1,6.3,Jones R. (Eng),Vitality Stadium (Bournemouth),11 307,11 235,1.66,0.58,48%,52%,13,6,4,1,,,7,4,78%,79%,1,1,,,4,4,5,1,,,,,,,,,,,1,1,11,12,,,,,,,,,18,12,12,11,,,,,,,3,6,,,,,1,2,,,,,0,1,,
Y5lic6rf,,FINISHED,19.10.2024 16:00,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,1,3,6.3,7.1,England D. (Eng),Craven Cottage (London),29 589,26 743,1.86,1.90,52%,48%,10,14,4,5,,,6,11,85%,87%,3,5,,,5,5,1,4,,,,,,,,,,,2,2,11,8,,,,,,,,,14,13,8,11,,,,,,,14,13,,,,,2,3,,,,,1,1,,
tWiaepD6,,FINISHED,19.10.2024 16:00,Ipswich,https://static.flashscore.com/res/image/data/zm5vbmDa-jXzj6iAf.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,0,2,6.5,7.3,Oliver M. (Eng),Portman Road (Ipswich),30 017,29 862,1.27,1.74,55%,45%,13,11,2,8,,,5,7,86%,79%,1,1,,,8,3,3,0,,,,,,,,,,,1,0,10,12,,,,,,,,,18,15,12,10,,,,,,,9,5,,,,,6,2,,,,,,,,
UiYgHRZP,,FINISHED,19.10.2024 16:00,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,2,1,7.5,6.9,Barrott S. (Eng),Old Trafford (Manchester),75 635,73 738,1.48,0.98,50%,50%,23,8,11,2,,,9,2,84%,84%,2,2,,,6,4,6,2,,,,,,,,,,,1,3,5,4,,,,,,,,,18,16,4,5,,,,,,,8,12,,,,,1,9,,,,,,,,
n9EQB5cm,,FINISHED,19.10.2024 16:00,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,0,1,6.7,7.3,Bankes P. (Eng),St. James' Park (Newcastle),52 305,52 220,1.95,1.16,60%,40%,21,10,6,5,,,9,4,79%,76%,2,2,,,6,3,9,2,,,,,,,,,,,3,0,9,11,,,,,,,,,20,14,11,9,,,,,,,11,10,,,,,4,6,,,,,,,,
Gl6s8NdC,,FINISHED,19.10.2024 16:00,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,2,3,6.7,7.2,Taylor A. (Eng),St. Mary's Stadium (Southampton),32 384,31 145,2.05,3.14,41%,59%,14,18,7,4,,,10,6,81%,84%,5,3,,,5,10,2,4,,,,,,,,,,,1,2,10,10,,,,,,,,,16,17,10,10,,,,,,,9,5,,,,,1,5,,,,,1,0,,
OE9k61RO,,FINISHED,19.10.2024 13:30,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,4,1,7.6,6.4,Madley A. (Eng),Tottenham Hotspur Stadium (London),62 850,61 381,1.40,0.92,57%,43%,22,11,7,4,,,13,5,86%,79%,1,3,,,9,4,6,3,,,,,,,,,,,2,1,15,10,,,,,,,,,18,17,10,15,,,,,,,5,9,,,,,3,3,,,,,0,1,,
fsjksfhd,,FINISHED,06.10.2024 17:30,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,3,2,7,6.6,Coote D. (Eng),Amex Stadium (Brighton),31 876,31 487,2.34,1.43,41%,59%,11,13,4,3,,,4,7,0%,0%,2,2,,,5,7,2,3,,,,,,,,,,,2,2,11,16,,,,,,,,,13,20,14,10,,,,,,,,,,,,,1,1,,,,,,,,
ltBAlx0M,,FINISHED,06.10.2024 15:00,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,0,0,6.9,7,Jones R. (Eng),Villa Park (Birmingham),42 789,42 682,0.88,0.60,54%,46%,11,10,1,4,,,6,3,0%,0%,1,5,,,7,4,3,2,,,,,,,,,,,0,1,12,13,,,,,,,,,16,14,12,11,,,,,,,,,,,,,4,1,,,,,,,,
nywy5cp3,,FINISHED,06.10.2024 15:00,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,1,1,7.2,7,Kavanagh C. (Eng),Stamford Bridge (London),40 341,39 501,2.25,1.07,66%,34%,22,16,8,9,,,11,3,0%,0%,6,4,,,9,1,5,6,,,,,,,,,,,1,3,12,6,,,,,,,,,14,15,12,11,,,,,,,,,,,,,8,7,,,,,0,1,,
l0Zi1FqS,,FINISHED,05.10.2024 18:30,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,0,0,7.1,7.1,Pawson C. (Eng),Goodison Park (Liverpool),39 572,39 265,0.64,2.07,32%,68%,8,14,2,3,,,0,10,0%,0%,1,2,,,5,6,1,5,,,,,,,,,,,2,3,9,12,,,,,,,,,16,19,12,8,,,,,,,,,,,,,3,2,,,,,,,,
SQM1jbV9,,FINISHED,05.10.2024 16:00,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,3,1,7.3,6.4,Harrington T. (Eng),Emirates Stadium (London),60 704,60 307,2.32,0.85,59%,41%,29,8,6,2,,,13,1,0%,0%,0,3,,,13,4,10,2,,,,,,,,,,,1,0,9,12,,,,,,,,,21,7,10,9,,,,,,,,,,,,,1,3,,,,,,,,
bFdtqGNq,,FINISHED,05.10.2024 16:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,5,3,7.3,6.6,Madley A. (Eng),Brentford Community Stadium (London),17 250,16 960,3.73,0.75,44%,56%,19,17,12,6,,,10,3,0%,0%,2,3,,,4,6,3,5,,,,,,,,,,,5,1,9,10,,,,,,,,,11,13,9,10,,,,,,,,,,,,,3,7,,,,,,,,
