matchId,stage,status,date,home.name,home.image,away.name,away.image,result.home,result.away,home_rating,away_rating,referee,venue,capacity,attendance,ball_possession.home,ball_possession.away,total_shots.home,total_shots.away,shots_on_target.home,shots_on_target.away,corner_kicks.home,corner_kicks.away,passes.home,passes.away,yellow_cards.home,yellow_cards.away,shots_off_target.home,shots_off_target.away,blocked_shots.home,blocked_shots.away,offsides.home,offsides.away,free_kicks.home,free_kicks.away,throw-ins.home,throw-ins.away,fouls.home,fouls.away,goalkeeper_saves.home,goalkeeper_saves.away,red_cards.home,red_cards.away
xb5eeVEL,,FINISHED,26.02.2022 16:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,0,2,6.2,7.6,Dean M. (Eng),Brentford Community Stadium (London),17 250,17 039,37%,63%,6,26,1,11,6,6,66%,83%,3,1,3,10,2,5,0,0,8,9,19,26,9,7,9,1,1,0
j5oWlTik,,FINISHED,26.02.2022 16:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,1,1,7,6.8,Moss J. (Eng),Selhurst Park (London),25 486,24 203,58%,42%,11,5,4,1,5,4,77%,67%,0,2,2,2,5,2,0,2,17,5,27,26,5,17,0,3,,
GCrrnRy8,,FINISHED,26.02.2022 16:00,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,0,0,7.4,7.1,Friend K. (Eng),Old Trafford (Manchester),75 635,72 000,67%,33%,22,10,3,2,4,3,85%,70%,,,12,5,7,3,2,2,9,4,28,14,2,7,2,3,,
xMqvm7M1,,FINISHED,26.02.2022 13:30,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,0,4,6.3,7.8,Pawson C. (Eng),Elland Road (Leeds),37 792,36 599,50%,50%,19,15,3,11,3,6,86%,88%,4,2,10,2,6,2,0,3,10,16,13,10,16,11,7,3,,
Kp9OfJu8,,FINISHED,25.02.2022 21:00,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,2,0,7.4,6.6,Hooper S. (Eng),St. Mary's Stadium (Southampton),32 384,31 182,59%,41%,27,8,9,1,13,6,81%,76%,1,2,12,3,6,4,2,1,8,14,28,20,12,9,1,7,,
Q5QWYM0b,,FINISHED,24.02.2022 20:45,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,2,1,7,6.6,Atkinson M. (Eng),Emirates Stadium (London),60 704,59 888,55%,45%,26,6,5,2,5,4,82%,74%,1,1,11,4,10,0,2,2,11,10,20,14,8,9,1,3,,
OOb0zFK5,,FINISHED,23.02.2022 20:45,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,6,0,7.9,6,Oliver M. (Eng),Anfield (Liverpool),61 276,53 018,64%,36%,23,3,15,2,4,0,87%,74%,0,3,5,1,3,0,1,6,15,6,20,10,5,11,2,9,,
GbgXjt4g,,FINISHED,23.02.2022 20:30,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,1,0,7.5,6.9,Scott G. (Eng),Turf Moor (Burnley),22 546,19 488,34%,66%,15,12,4,2,3,7,79%,85%,,,6,7,5,3,3,2,7,9,15,26,8,8,2,3,,
QTWZJgzP,,FINISHED,23.02.2022 20:30,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,1,4,6.2,7.3,Marriner A. (Eng),Vicarage Road (Watford),22 200,20 012,45%,55%,8,7,1,5,6,4,80%,84%,2,1,4,2,3,0,2,1,10,14,23,18,12,9,1,0,,
tWBncip9,,FINISHED,20.02.2022 17:30,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,2,1,7.3,6.7,Pawson C. (Eng),Molineux Stadium (Wolverhampton),31 750,30 000,36%,64%,11,17,3,7,7,10,71%,85%,4,4,5,6,3,4,2,2,10,11,19,28,12,9,6,1,,
GnXmxj8q,,FINISHED,20.02.2022 15:00,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,2,4,6.4,7.3,Tierney P. (Eng),Elland Road (Leeds),37 792,36 715,54%,46%,16,15,6,9,3,3,77%,73%,6,3,6,2,4,4,4,2,22,16,14,21,13,19,5,4,,
x2LdzUxd,,FINISHED,19.02.2022 18:30,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,2,3,6.6,7,Taylor A. (Eng),Etihad Stadium (Manchester),55 097,53 201,71%,29%,21,6,4,5,10,0,90%,77%,0,3,11,1,6,0,1,3,8,6,22,10,5,7,2,2,,
lxm9qYF9,,FINISHED,19.02.2022 16:00,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,2,1,7.3,6.8,Moss J. (Eng),Emirates Stadium (London),60 704,60 000,67%,33%,24,6,8,2,14,0,86%,69%,1,1,8,1,8,3,1,2,7,11,25,15,10,5,1,6,,
2uiDrhVF,,FINISHED,19.02.2022 16:00,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,0,1,6.8,7.4,Jones R. (Eng),Villa Park (Birmingham),42 789,42 000,60%,40%,20,8,1,4,10,5,83%,74%,1,2,11,3,8,1,0,0,5,12,14,27,12,7,3,1,,
p4tIsCpM,,FINISHED,19.02.2022 16:00,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,0,3,6.4,7.2,Friend K. (Eng),Amex Stadium (Brighton),31 876,30 000,69%,31%,11,10,1,4,4,4,84%,63%,1,4,6,2,4,4,1,3,13,12,23,15,12,12,1,1,,
OfuMtWaS,,FINISHED,19.02.2022 16:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,0,1,6.8,7,Coote D. (Eng),Selhurst Park (London),25 486,25 109,42%,58%,7,9,0,3,4,4,77%,83%,1,3,5,3,2,3,1,3,20,4,19,28,4,20,2,0,,
fwWiyANk,,FINISHED,19.02.2022 16:00,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,3,1,7.7,6.6,Dean M. (Eng),Anfield (Liverpool),61 276,53 000,70%,30%,29,6,8,1,8,4,90%,70%,0,1,11,4,10,1,1,5,12,9,11,11,7,8,0,5,,
lxP0Zmh2,,FINISHED,19.02.2022 16:00,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,2,0,7.6,6.6,Madley A. (Eng),St. Mary's Stadium (Southampton),32 384,31 312,56%,44%,19,9,11,0,4,4,79%,69%,0,2,5,5,3,4,4,2,10,9,12,25,6,9,0,9,,
2uDrbXU2,,FINISHED,19.02.2022 13:30,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,1,1,7,6.9,Kavanagh C. (Eng),London Stadium (London),62 500,59 949,47%,53%,11,14,3,3,3,7,76%,79%,3,3,2,5,6,6,2,1,8,5,22,23,3,7,2,2,,
dluJNyy0,,FINISHED,15.02.2022 21:15,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,2,0,7.5,6.5,Bankes P. (Eng),Old Trafford (Manchester),75 635,,50%,50%,19,10,7,3,10,2,81%,84%,3,1,4,6,8,1,1,1,9,9,13,21,8,10,3,5,0,1
KnviTCVS,,FINISHED,13.02.2022 17:30,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,2,2,7,6.8,Oliver M. (Eng),King Power Stadium (Leicester),32 261,32 061,55%,45%,13,8,2,3,5,4,82%,79%,1,2,7,2,4,3,0,0,8,10,19,17,10,9,1,0,,
UcovWEoA,,FINISHED,13.02.2022 15:00,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,0,1,6.7,7.3,Atkinson M. (Eng),Turf Moor (Burnley),22 546,20 000,33%,67%,8,11,5,4,5,8,65%,82%,0,1,3,4,0,3,7,3,9,13,24,22,7,6,3,5,,
jVUMNjgj,,FINISHED,13.02.2022 15:00,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,1,0,7.2,6.5,Pawson C. (Eng),St. James' Park (Newcastle),52 305,52 207,37%,63%,10,11,2,1,3,6,68%,76%,3,4,4,6,4,4,3,2,16,19,17,21,22,15,1,1,,
GOl1ofoc,,FINISHED,13.02.2022 15:00,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,0,2,6.7,7.4,Friend K. (Eng),Tottenham Hotspur Stadium (London),62 850,56 452,59%,41%,17,11,7,7,7,3,82%,75%,3,1,5,1,5,3,3,1,11,15,20,26,13,13,5,7,,
ULTQMA8d,,FINISHED,12.02.2022 18:30,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,0,4,6.3,7.6,Marriner A. (Eng),Carrow Road (Norwich),27 150,27 010,28%,72%,8,22,3,9,4,12,71%,89%,0,2,4,8,1,5,2,2,10,8,13,11,7,8,5,3,,
j7nzXfW3,,FINISHED,12.02.2022 16:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,0,0,7.2,7.1,Hooper S. (Eng),Brentford Community Stadium (London),17 250,16 958,43%,57%,9,6,2,3,3,9,68%,77%,1,0,5,2,2,1,0,0,10,11,19,29,10,10,3,2,,
xOlnUhGM,,FINISHED,12.02.2022 16:00,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,3,0,7.5,6.6,Scott G. (Eng),Goodison Park (Liverpool),39 572,39 150,42%,58%,21,7,10,0,5,3,73%,79%,1,1,2,4,9,3,1,0,9,9,31,34,8,9,0,7,,
fFm5pE03,,FINISHED,12.02.2022 16:00,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,0,2,6.4,7.4,Moss J. (Eng),Vicarage Road (Watford),22 200,20 795,35%,65%,9,11,1,6,4,5,70%,79%,3,2,5,2,3,3,1,1,10,17,20,23,16,9,4,1,,
d8VIOWwp,,FINISHED,12.02.2022 13:30,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,1,1,7.1,7.2,Attwell S. (Eng),Old Trafford (Manchester),75 635,73 084,52%,48%,12,13,8,4,1,4,81%,81%,4,0,2,6,2,3,7,1,14,19,21,17,12,13,3,7,,
lMtsP6YP,,FINISHED,10.02.2022 20:45,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,2,0,7.7,6.7,Kavanagh C. (Eng),Anfield (Liverpool),61 276,53 050,65%,35%,22,5,11,1,7,6,84%,70%,1,0,7,3,4,1,3,4,10,13,19,27,11,7,1,9,,
rPki2qRC,,FINISHED,10.02.2022 20:45,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,0,1,6.8,7.2,Oliver M. (Eng),Molineux Stadium (Wolverhampton),31 750,31 523,58%,42%,15,12,4,2,7,4,82%,76%,2,5,7,3,4,7,1,2,13,13,29,17,12,13,1,4,0,1
YXtw77Cs,,FINISHED,09.02.2022 21:00,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,3,3,7.1,6.7,Gillett J. (Aus),Villa Park (Birmingham),42 789,41 927,40%,60%,12,16,4,8,6,11,75%,83%,3,3,6,5,2,3,1,2,11,12,20,21,11,9,5,1,1,0
f3J9KQts,,FINISHED,09.02.2022 20:45,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,2,0,7.4,6.2,England D. (Eng),Etihad Stadium (Manchester),55 097,51 658,75%,25%,15,6,7,2,9,3,88%,60%,,,6,2,2,2,2,10,22,8,23,14,7,13,2,5,,
ncdr45d0,,FINISHED,09.02.2022 20:45,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,1,1,6.9,7.1,Tierney P. (Eng),Carrow Road (Norwich),27 150,26 652,28%,72%,5,13,1,5,4,6,61%,84%,1,2,2,4,2,4,1,3,18,12,25,16,11,15,4,0,,
AVswQnJJ,,FINISHED,09.02.2022 20:45,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,2,3,6.9,7.3,Coote D. (Eng),Tottenham Hotspur Stadium (London),62 850,54 012,47%,53%,8,23,3,10,2,8,78%,81%,2,3,2,10,3,3,3,1,16,9,24,19,7,13,7,1,,
hzcv5osf,,FINISHED,08.02.2022 21:00,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,1,1,7.1,7.1,Dean M. (Eng),Turf Moor (Burnley),22 546,21 233,36%,64%,9,22,3,5,2,10,67%,81%,2,1,5,5,1,12,2,1,11,13,22,29,11,10,4,2,,
MFle13tJ,,FINISHED,08.02.2022 20:45,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,3,1,7.4,6.5,Taylor A. (Eng),St. James' Park (Newcastle),52 305,52 186,39%,61%,20,11,9,3,6,2,65%,76%,2,3,6,3,5,5,1,1,14,13,26,19,13,13,2,6,,
000n3PB6,,FINISHED,08.02.2022 20:45,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,1,0,7.4,6.7,Atkinson M. (Eng),London Stadium (London),62 500,59 581,65%,35%,9,6,3,1,5,6,80%,67%,1,0,4,4,2,1,3,1,7,4,40,21,1,6,1,2,,
Agb7SQMR,,FINISHED,05.02.2022 19:00,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,0,0,7.1,7.3,Pawson C. (Eng),Turf Moor (Burnley),22 546,19 527,52%,48%,13,11,2,5,4,7,69%,68%,1,2,7,4,4,2,3,0,6,19,43,21,16,9,5,2,,
hEL3h8cl,,FINISHED,23.01.2022 17:30,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,2,0,7.4,6.4,Tierney P. (Eng),Stamford Bridge (London),40 341,40 020,65%,35%,15,6,7,3,10,3,87%,78%,2,1,5,2,3,1,0,1,15,17,18,21,17,14,3,5,,
ObVXcUZQ,,FINISHED,23.01.2022 15:00,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,0,0,7.2,7.2,Coote D. (Eng),Emirates Stadium (London),60 704,59 255,76%,24%,20,10,5,1,12,4,88%,64%,0,2,8,6,7,3,0,2,15,9,20,11,9,13,1,5,,
zwB8iSCf,,FINISHED,23.01.2022 15:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,1,3,6.4,7.4,Friend K. (Eng),Selhurst Park (London),25 486,25 002,43%,57%,8,14,5,7,2,5,74%,79%,4,1,3,6,0,1,5,2,12,16,14,27,12,10,4,4,,
MgDKlQdD,,FINISHED,23.01.2022 15:00,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,1,1,7.2,7.1,Atkinson M. (Eng),King Power Stadium (Leicester),32 261,31 231,43%,57%,15,14,5,5,4,5,77%,81%,0,1,3,4,7,5,3,3,9,9,14,21,6,8,4,4,,
x2e7CTlK,,FINISHED,22.01.2022 18:30,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,1,1,7,7.4,Hooper S. (Eng),St. Mary's Stadium (Southampton),32 384,31 178,26%,74%,7,20,3,5,2,11,69%,90%,3,0,3,8,1,7,2,0,5,12,12,15,13,5,4,2,,
tvIaglrr,,FINISHED,22.01.2022 16:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,1,2,6.6,7.2,Bankes P. (Eng),Brentford Community Stadium (London),17 250,16 982,50%,50%,11,7,1,2,6,3,73%,74%,2,3,5,3,5,2,0,4,7,4,27,18,6,7,0,0,,
r3EGk6s7,,FINISHED,22.01.2022 16:00,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,0,1,6.7,7.5,Kavanagh C. (Eng),Elland Road (Leeds),37 792,36 405,63%,37%,13,15,4,3,6,7,78%,67%,4,2,4,4,5,8,0,0,9,8,23,22,9,8,2,4,,
Obi3D9ZD,,FINISHED,22.01.2022 16:00,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,1,0,7.3,6.6,Moss J. (Eng),Old Trafford (Manchester),75 635,73 130,57%,43%,18,6,3,1,3,3,82%,75%,1,1,9,3,6,2,4,1,8,12,25,20,9,8,1,2,,
ET9CjnS0,,FINISHED,22.01.2022 13:30,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,0,1,6.6,7.4,Pawson C. (Eng),Goodison Park (Liverpool),39 572,38 203,49%,51%,15,8,1,3,9,2,66%,71%,5,4,7,4,7,1,3,1,13,13,35,27,14,16,2,1,,
WOfBBm4Q,,FINISHED,21.01.2022 21:00,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,0,3,6.3,7.2,Dean M. (Eng),Vicarage Road (Watford),22 200,20 782,68%,32%,15,7,4,2,5,1,78%,59%,2,1,7,2,4,3,1,1,11,16,17,28,16,11,0,4,1,0
xt0aUnhF,,FINISHED,19.01.2022 21:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,1,3,6.7,7.8,Marriner A. (Eng),Brentford Community Stadium (London),17 250,17 094,44%,56%,18,13,8,5,6,9,72%,79%,,,4,2,6,6,3,0,9,8,16,8,7,9,2,7,,
nFkZNpVr,,FINISHED,19.01.2022 20:30,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,2,3,6.9,7.3,Moss J. (Eng),King Power Stadium (Leicester),32 261,31 986,49%,51%,14,27,4,10,3,8,86%,88%,1,2,5,10,5,7,1,0,10,6,9,14,6,12,7,2,,
Eqbz6RRm,,FINISHED,18.01.2022 21:00,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,1,1,7.1,7.1,Friend K. (Eng),Amex Stadium (Brighton),31 876,30 880,43%,57%,10,15,2,3,5,7,82%,87%,1,2,3,5,5,7,1,0,6,9,25,21,8,5,2,1,,
0KdQvkTl,,FINISHED,16.01.2022 15:00,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,3,0,7.6,6.6,Moss J. (Eng),Anfield (Liverpool),61 276,52 824,68%,32%,27,6,13,1,9,0,83%,62%,0,1,8,3,6,2,2,7,13,8,26,12,6,6,1,10,,
SWyPaj5E,,FINISHED,16.01.2022 15:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,2,3,6.7,7.4,Dean M. (Eng),London Stadium (London),62 500,59 951,48%,52%,15,18,5,5,4,3,70%,73%,3,2,6,9,4,4,1,1,9,4,31,24,6,9,2,3,,
neVlbwU9,,FINISHED,15.01.2022 18:30,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,2,2,7.1,7.2,Coote D. (Eng),Villa Park (Birmingham),42 789,41 968,55%,45%,13,13,9,6,3,6,84%,82%,1,2,4,4,0,3,1,1,14,7,14,23,8,13,4,7,,
MZpZxTc1,,FINISHED,15.01.2022 16:00,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,1,1,7.2,7.3,Tierney P. (Eng),St. James' Park (Newcastle),52 305,52 223,52%,48%,12,18,1,5,4,6,75%,79%,3,2,8,6,3,7,1,1,14,14,29,20,13,13,4,0,,
zwkwxmD7,,FINISHED,15.01.2022 16:00,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,2,1,7.2,6.4,Madley A. (Eng),Carrow Road (Norwich),27 150,26 629,40%,60%,14,12,3,5,8,8,70%,80%,3,1,6,1,5,6,3,1,16,15,24,20,12,14,4,1,,
p8WTbAKK,,FINISHED,15.01.2022 16:00,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,3,1,7.4,6.4,Salisbury M. (Eng),Molineux Stadium (Wolverhampton),31 750,30 057,41%,59%,9,13,5,10,2,10,70%,81%,2,3,3,3,1,0,2,1,14,15,20,30,13,13,9,2,,
vBeUw9re,,FINISHED,15.01.2022 13:30,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,1,0,7.2,6.7,Pawson C. (Eng),Etihad Stadium (Manchester),55 097,53 319,56%,44%,11,4,6,1,9,1,86%,84%,0,2,3,2,2,1,3,4,5,13,20,12,11,6,1,5,,
UJKgccqG,,FINISHED,14.01.2022 21:00,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,1,1,7,6.8,Jones R. (Eng),Amex Stadium (Brighton),31 876,30 675,64%,36%,19,3,4,1,9,0,82%,69%,0,2,10,1,5,1,1,2,8,12,24,23,11,7,0,3,,
hzLHrwDP,,FINISHED,12.01.2022 20:45,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,2,0,7.3,6.5,Hooper S. (Eng),London Stadium (London),62 500,59 775,62%,38%,13,7,5,3,11,2,84%,73%,,,5,3,3,1,4,3,9,12,26,12,9,8,3,3,,
4ErRLF5C,,FINISHED,11.01.2022 20:45,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,4,1,7.4,6.2,Attwell S. (Eng),St. Mary's Stadium (Southampton),32 384,27 383,49%,51%,12,5,6,4,5,2,72%,72%,0,1,4,0,2,1,0,1,8,8,18,27,9,8,3,2,,
0vTx1upi,,FINISHED,03.01.2022 18:30,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,0,1,6.8,7.3,Dean M. (Eng),Old Trafford (Manchester),75 635,73 045,51%,49%,9,19,2,6,3,8,80%,81%,3,1,4,7,3,6,2,3,11,11,23,19,9,8,5,2,,
Yi5FqvFG,,FINISHED,02.01.2022 17:30,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,2,2,7.2,7,Taylor A. (Eng),Stamford Bridge (London),40 341,40 072,55%,45%,15,10,6,6,6,7,82%,77%,1,2,5,2,4,2,3,3,16,9,14,29,5,13,4,4,,
