matchId,stage,status,date,home.name,home.image,away.name,away.image,result.home,result.away,home_rating,away_rating,referee,venue,capacity,attendance,ball_possession.home,ball_possession.away,total_shots.home,total_shots.away,shots_on_target.home,shots_on_target.away,corner_kicks.home,corner_kicks.away,passes.home,passes.away,yellow_cards.home,yellow_cards.away,shots_off_target.home,shots_off_target.away,blocked_shots.home,blocked_shots.away,offsides.home,offsides.away,free_kicks.home,free_kicks.away,throw-ins.home,throw-ins.away,fouls.home,fouls.away,goalkeeper_saves.home,goalkeeper_saves.away,red_cards.home,red_cards.away
MyfTiMlm,,FINISHED,27.11.2021 18:30,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,0,0,7.2,7.1,Pawson C. (Eng),Amex Stadium (Brighton),31 876,31 166,57%,43%,20,11,4,4,6,1,78%,67%,1,3,14,5,2,2,2,1,14,12,21,15,12,14,4,4,,
z19YlKY5,,FINISHED,27.11.2021 16:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,1,2,6.6,7.2,Salisbury M. (Eng),Selhurst Park (London),25 486,25 203,63%,37%,8,10,3,3,7,3,85%,78%,3,3,4,5,1,2,1,0,8,10,28,11,12,10,1,2,,
8E7tmb3I,,FINISHED,27.11.2021 16:00,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,4,0,7.8,6.1,Marriner A. (Eng),Anfield (Liverpool),61 276,53 040,64%,36%,20,7,6,3,5,7,79%,68%,,,9,1,5,3,2,2,15,9,23,17,7,14,3,2,,
MeEhfFAo,,FINISHED,27.11.2021 16:00,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,0,0,6.9,7.1,Hooper S. (Eng),Carrow Road (Norwich),27 150,26 911,44%,56%,14,5,4,2,4,3,83%,84%,2,2,7,3,3,0,1,0,7,11,13,17,10,10,2,4,,
2iDdcrRP,,FINISHED,27.11.2021 13:30,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,2,0,7.6,6.4,Attwell S. (Eng),Emirates Stadium (London),60 704,59 886,66%,34%,24,9,6,5,4,4,87%,79%,,,12,2,6,2,0,3,13,6,15,5,6,12,5,4,,
dfM6zLJC,,FINISHED,21.11.2021 17:30,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,2,1,7.3,6.8,Marriner A. (Eng),Tottenham Hotspur Stadium (London),62 850,58 989,43%,57%,13,18,4,7,4,8,80%,81%,1,4,3,7,6,4,4,1,13,15,22,26,11,12,6,2,,
8YTgwNZg,,FINISHED,21.11.2021 15:00,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,3,0,7.6,6.2,Attwell S. (Eng),Etihad Stadium (Manchester),55 097,52 571,77%,23%,17,4,7,1,7,1,93%,68%,1,1,6,0,4,3,0,2,8,3,13,9,5,7,1,4,,
C6zouq5s,,FINISHED,20.11.2021 18:30,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,4,0,7.5,6.3,Oliver M. (Eng),Anfield (Liverpool),61 276,53 092,63%,37%,19,5,9,3,6,1,87%,75%,2,0,3,0,7,2,2,8,20,18,17,17,15,12,3,5,,
2XpBooSD,,FINISHED,20.11.2021 16:00,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,2,0,7.2,6.6,Taylor A. (Eng),Villa Park (Birmingham),42 789,41 925,37%,63%,9,6,5,2,5,6,82%,88%,3,3,1,0,3,4,1,0,13,8,20,21,7,13,2,3,,
GzkFp5sK,,FINISHED,20.11.2021 16:00,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,3,3,7.1,7,Hooper S. (Eng),Turf Moor (Burnley),22 546,18 028,40%,60%,15,18,9,8,3,6,68%,80%,2,3,4,6,2,4,1,0,15,15,20,22,14,15,5,6,,
2eTcxsk0,,FINISHED,20.11.2021 16:00,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,3,3,7.1,7,Jones R. (Eng),St. James' Park (Newcastle),52 305,52 131,52%,48%,23,10,9,4,8,2,70%,65%,2,2,9,4,5,2,0,2,14,15,32,23,13,11,2,6,,
EVW1y146,,FINISHED,20.11.2021 16:00,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,2,1,7.3,6.9,Atkinson M. (Eng),Carrow Road (Norwich),27 150,26 885,37%,63%,8,17,4,5,5,7,67%,83%,3,2,2,4,2,8,0,1,10,9,18,13,8,9,4,2,,
zoLAZvZI,,FINISHED,20.11.2021 16:00,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,4,1,7.3,6.2,Moss J. (Eng),Vicarage Road (Watford),22 200,21 000,39%,61%,20,9,7,3,8,3,65%,78%,2,3,6,5,7,1,1,4,8,7,21,19,7,5,2,3,0,1
O0EhbOBJ,,FINISHED,20.11.2021 16:00,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,1,0,7.5,6.7,Dean M. (Eng),Molineux Stadium (Wolverhampton),31 750,31 000,53%,47%,15,8,5,3,7,3,85%,85%,1,1,7,3,3,2,0,1,9,5,13,16,6,9,3,4,,
AclJqPdQ,,FINISHED,20.11.2021 13:30,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,0,3,6.1,7.4,Tierney P. (Eng),King Power Stadium (Leicester),32 261,32 192,38%,62%,4,16,3,7,3,5,73%,85%,3,1,1,7,0,2,3,4,12,16,30,24,15,8,4,3,,
0S6SM1kD,,FINISHED,07.11.2021 17:30,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,3,2,7,6.6,Pawson C. (Eng),London Stadium (London),62 500,59 909,31%,69%,7,16,3,5,3,2,70%,84%,1,1,2,5,2,6,2,0,6,9,15,19,11,6,3,1,,
0pMTY7r8,,FINISHED,07.11.2021 15:00,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,1,0,7.4,6.4,Friend K. (Eng),Emirates Stadium (London),60 704,59 833,61%,39%,14,7,6,1,4,2,84%,72%,4,4,6,2,2,4,3,3,17,8,16,23,6,19,1,5,0,1
6o5CQqjl,,FINISHED,07.11.2021 15:00,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,0,0,7.1,7.1,Kavanagh C. (Eng),Goodison Park (Liverpool),39 572,39 059,45%,55%,12,8,2,0,4,2,81%,85%,2,4,4,4,6,4,1,2,18,13,22,27,13,17,0,2,1,0
lAfHP35f,,FINISHED,07.11.2021 15:00,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,1,1,7,7.2,England D. (Eng),Elland Road (Leeds),37 792,36 478,56%,44%,18,9,5,3,10,5,77%,71%,1,1,9,6,4,0,1,2,6,12,24,11,12,5,2,4,,
dCFxXoDK,,FINISHED,06.11.2021 18:30,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,1,1,7,6.9,Coote D. (Eng),Amex Stadium (Brighton),31 876,31 267,66%,34%,14,6,5,1,2,5,89%,78%,3,4,6,4,3,1,1,1,11,17,21,20,16,10,0,4,1,0
vyLXXRcE,,FINISHED,06.11.2021 16:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,1,2,6.8,7.4,Gillett J. (Aus),Brentford Community Stadium (London),17 250,16 837,64%,36%,19,9,7,5,6,2,75%,67%,,,5,3,7,1,2,3,16,13,29,16,12,13,3,6,,
z3EtW5SQ,,FINISHED,06.11.2021 16:00,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,1,1,7.2,6.9,Marriner A. (Eng),Stamford Bridge (London),40 341,39 798,70%,30%,25,5,4,2,14,2,86%,69%,1,4,10,2,11,1,1,4,13,7,21,10,6,9,1,3,,
hr18RPzr,,FINISHED,06.11.2021 16:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,2,0,7.5,6.5,Scott G. (Eng),Selhurst Park (London),25 486,24 390,60%,40%,13,4,6,2,4,6,81%,73%,2,1,5,2,2,0,1,1,15,16,30,16,14,13,2,4,,
S0gLONK0,,FINISHED,06.11.2021 13:30,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,0,2,6.3,7.3,Oliver M. (Eng),Old Trafford (Manchester),75 635,73 086,33%,67%,5,16,1,5,1,9,81%,91%,1,2,3,7,1,4,4,1,14,14,14,10,9,12,3,1,,
My8ONsz7,,FINISHED,05.11.2021 21:00,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,1,0,7.4,6.8,Madley A. (Eng),St. Mary's Stadium (Southampton),32 384,30 178,56%,44%,9,14,3,3,10,8,81%,71%,2,2,4,7,2,4,0,2,13,12,19,22,12,12,3,2,,
nsYoAO57,,FINISHED,01.11.2021 21:00,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,2,1,7.3,6.7,Atkinson M. (Eng),Molineux Stadium (Wolverhampton),31 750,30 617,62%,38%,10,14,4,5,4,3,85%,75%,1,1,3,5,3,4,1,2,8,10,19,19,10,8,4,2,,
ETcnMUb2,,FINISHED,31.10.2021 17:30,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,1,4,6.4,7.5,Kavanagh C. (Eng),Villa Park (Birmingham),42 789,41 874,42%,58%,9,21,3,9,3,6,74%,82%,1,2,5,5,1,7,2,0,13,9,21,21,7,13,5,2,1,0
EitZCQLl,,FINISHED,31.10.2021 15:00,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,1,2,6.7,7.3,Taylor A. (Eng),Carrow Road (Norwich),27 150,26 913,48%,52%,14,13,3,6,5,0,66%,73%,1,4,6,2,5,5,0,0,23,13,24,24,14,23,4,2,,
hruwCpye,,FINISHED,30.10.2021 18:30,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,0,3,6.5,7.3,Attwell S. (Eng),Tottenham Hotspur Stadium (London),62 850,60 356,58%,42%,9,10,0,4,10,1,84%,79%,2,3,6,2,3,4,4,1,14,15,16,17,12,14,1,0,,
hKdjLlE8,,FINISHED,30.10.2021 16:00,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,3,1,7.5,6.4,Moss J. (Eng),Turf Moor (Burnley),22 546,18 181,41%,59%,15,12,6,5,4,2,69%,75%,1,1,9,3,0,4,3,4,12,10,22,20,7,10,4,3,,
0p0bJSrL,,FINISHED,30.10.2021 16:00,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,2,2,7,7.1,Dean M. (Eng),Anfield (Liverpool),61 276,52 000,58%,42%,14,9,3,6,5,3,86%,78%,,,5,2,6,1,1,5,8,8,20,19,8,5,4,1,,
r9k3InbR,,FINISHED,30.10.2021 16:00,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,0,2,6.3,7.3,Marriner A. (Eng),Etihad Stadium (Manchester),55 097,53 014,68%,32%,14,8,3,3,7,1,86%,72%,2,3,4,4,7,1,2,5,16,13,32,12,11,11,1,3,1,0
pIyVD66r,,FINISHED,30.10.2021 16:00,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,0,3,6.2,7.5,Tierney P. (Eng),St. James' Park (Newcastle),52 305,52 208,21%,79%,6,19,1,6,0,2,61%,89%,3,2,2,6,3,7,1,4,16,13,11,15,14,12,3,1,,
z7UsB4j1,,FINISHED,30.10.2021 16:00,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,0,1,6.6,7.5,Bankes P. (Eng),Vicarage Road (Watford),22 200,20 869,39%,61%,10,12,4,1,5,8,67%,74%,2,2,6,6,0,5,2,0,4,17,21,13,16,6,0,4,,
nsdfK8TE,,FINISHED,30.10.2021 13:30,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,0,2,6.5,7.3,Oliver M. (Eng),King Power Stadium (Leicester),32 261,32 209,64%,36%,16,9,8,5,7,6,87%,77%,2,0,5,1,3,3,2,1,10,10,24,19,8,11,3,8,,
ve75FbQk,,FINISHED,24.10.2021 17:30,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,0,5,6.1,7.9,Taylor A. (Eng),Old Trafford (Manchester),75 635,73 088,37%,63%,12,19,4,8,6,3,82%,89%,6,0,6,5,2,6,7,0,9,17,12,10,10,8,3,4,1,0
GEcGyksh,,FINISHED,24.10.2021 15:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,1,2,6.7,7.3,Hooper S. (Eng),Brentford Community Stadium (London),17 250,16 814,54%,46%,15,10,5,6,9,2,76%,74%,1,1,6,3,4,1,3,1,8,16,21,20,13,7,4,4,,
C85DDxe2,,FINISHED,24.10.2021 15:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,1,0,7.3,6.8,Tierney P. (Eng),London Stadium (London),62 500,60 000,38%,62%,13,7,4,4,2,4,78%,84%,2,1,5,2,4,1,1,0,3,12,21,20,11,4,4,3,,
bwmLz9db,,FINISHED,23.10.2021 18:30,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,1,4,6.5,7.4,Friend K. (Eng),Amex Stadium (Brighton),31 876,31 215,48%,52%,10,23,5,14,7,6,82%,84%,2,3,4,3,1,6,2,1,5,11,17,18,10,6,10,4,,
63jTYnRA,,FINISHED,23.10.2021 16:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,1,1,7.1,6.9,England D. (Eng),Selhurst Park (London),25 486,24 609,75%,25%,14,6,3,2,3,7,87%,64%,3,4,5,3,6,1,2,3,9,15,19,15,13,9,1,2,,
pfkXX6tH,,FINISHED,23.10.2021 16:00,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,2,5,6.6,7.3,Scott G. (Eng),Goodison Park (Liverpool),39 572,38 834,50%,50%,15,20,4,8,3,5,75%,74%,4,3,6,7,5,5,1,0,13,9,21,35,9,13,3,2,,
Qi31GvBq,,FINISHED,23.10.2021 16:00,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,1,1,7.2,6.9,Jones R. (Eng),Elland Road (Leeds),37 792,36 475,63%,37%,18,8,4,4,6,3,81%,66%,2,3,9,2,5,2,1,1,12,15,13,26,15,14,3,3,,
YH69EIud,,FINISHED,23.10.2021 16:00,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,2,2,7,7,Kavanagh C. (Eng),St. Mary's Stadium (Southampton),32 384,29 145,61%,39%,16,9,4,5,6,2,75%,61%,1,3,7,3,5,1,1,1,11,11,32,24,10,11,3,2,,
xUoPZSB4,,FINISHED,23.10.2021 13:30,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,7,0,7.8,5.6,Madley A. (Eng),Stamford Bridge (London),40 341,40 113,62%,38%,23,3,13,1,5,0,91%,79%,0,4,7,1,3,1,1,0,15,15,15,14,14,16,1,6,0,1
ITvDxVRo,,FINISHED,22.10.2021 21:00,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,3,1,7.3,6.4,Pawson C. (Eng),Emirates Stadium (London),60 704,59 546,54%,46%,22,10,9,4,7,4,81%,76%,2,5,8,3,5,3,1,0,9,19,15,18,17,10,3,6,,
jgLVPirt,,FINISHED,18.10.2021 21:00,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,2,2,6.8,7.1,Dean M. (Eng),Emirates Stadium (London),60 704,59 475,54%,46%,17,9,6,6,6,3,87%,84%,1,1,7,3,4,0,0,3,6,6,26,18,7,4,4,4,,
6kBfKmCH,,FINISHED,17.10.2021 17:30,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,2,3,6.6,7.3,Marriner A. (Eng),St. James' Park (Newcastle),52 305,52 214,36%,64%,7,14,1,4,2,9,79%,86%,6,1,4,3,2,7,0,1,5,13,18,18,13,4,1,0,1,0
G0IsNkSb,,FINISHED,17.10.2021 15:00,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,0,1,6.8,7.3,Attwell S. (Eng),Goodison Park (Liverpool),39 572,39 132,39%,61%,15,16,2,4,7,9,69%,83%,0,2,9,4,4,8,0,2,5,3,17,25,3,3,3,2,,
xAJwOVCh,,FINISHED,16.10.2021 18:30,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,0,1,6.7,7.5,Taylor A. (Eng),Brentford Community Stadium (London),17 250,16 940,44%,56%,17,5,7,1,5,5,75%,85%,1,1,3,3,7,1,1,4,11,12,29,11,13,8,0,7,,
UqKZOBcn,,FINISHED,16.10.2021 16:00,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,2,3,6.7,7,Oliver M. (Eng),Villa Park (Birmingham),42 789,41 951,48%,52%,14,9,5,4,6,7,79%,77%,2,3,7,3,2,2,1,2,18,8,15,15,8,17,1,3,,
bP7nM9s5,,FINISHED,16.10.2021 16:00,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,4,2,7.2,6.5,Pawson C. (Eng),King Power Stadium (Leicester),32 261,32 219,49%,51%,22,18,11,6,4,3,85%,86%,,,6,9,5,3,2,3,19,7,13,11,5,17,4,7,,
CSBjLTdB,,FINISHED,16.10.2021 16:00,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,2,0,7.3,6.5,Atkinson M. (Eng),Etihad Stadium (Manchester),55 097,52 711,71%,29%,15,7,6,2,6,2,89%,72%,1,0,5,4,4,1,0,3,8,11,15,15,11,5,2,4,,
ptAbJ7RN,,FINISHED,16.10.2021 16:00,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,0,0,7,7.2,Bankes P. (Eng),Carrow Road (Norwich),27 150,26 777,35%,65%,15,11,3,3,8,4,70%,84%,3,5,5,4,7,4,0,0,12,6,22,23,5,14,3,3,,
2H43IRtU,,FINISHED,16.10.2021 16:00,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,1,0,7.3,6.6,Coote D. (Eng),St. Mary's Stadium (Southampton),32 384,30 506,45%,55%,19,3,5,0,8,1,76%,77%,2,3,12,2,2,1,1,2,14,17,27,27,16,14,0,4,,
4QjVDoko,,FINISHED,16.10.2021 13:30,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,0,5,6,7.7,Moss J. (Eng),Vicarage Road (Watford),22 200,21 085,23%,77%,6,19,2,8,1,9,60%,85%,,,3,6,1,5,8,2,12,12,11,22,4,10,3,2,,
Mwc88jD5,,FINISHED,03.10.2021 17:30,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,2,2,7,6.9,Tierney P. (Eng),Anfield (Liverpool),61 276,53 102,48%,52%,6,12,4,3,3,4,84%,84%,3,3,0,4,2,5,2,5,16,9,28,20,10,12,1,2,,
lQb0ACrg,,FINISHED,03.10.2021 15:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,2,2,6.8,7.2,Taylor A. (Eng),Selhurst Park (London),25 486,25 000,60%,40%,18,9,4,5,1,3,80%,69%,2,3,9,2,5,2,2,1,14,18,30,15,15,11,3,2,,
I5jH6UsI,,FINISHED,03.10.2021 15:00,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,2,1,7.5,6.7,Kavanagh C. (Eng),Tottenham Hotspur Stadium (London),62 850,53 076,56%,44%,17,14,8,3,5,8,80%,71%,2,1,6,5,3,6,0,1,12,11,22,18,11,14,2,6,,
CSkL5lcO,,FINISHED,03.10.2021 15:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,1,2,6.7,7,Bankes P. (Eng),London Stadium (London),62 500,49 940,60%,40%,18,13,5,6,10,6,73%,64%,,,6,3,7,4,2,1,11,14,16,20,16,13,4,4,,
hIJPGE5P,,FINISHED,02.10.2021 18:30,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,0,0,7.1,6.9,Moss J. (Eng),Amex Stadium (Brighton),31 876,31 266,58%,42%,21,8,2,2,8,5,85%,75%,2,1,12,5,7,1,1,1,5,9,19,17,8,5,2,2,,
fR5iCYDt,,FINISHED,02.10.2021 16:00,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,0,0,7.1,7.2,Friend K. (Eng),Turf Moor (Burnley),22 546,17 427,56%,44%,14,11,4,2,9,5,97%,97%,,,3,3,7,6,2,1,3,12,26,16,13,3,2,4,,
xjedBhTn,,FINISHED,02.10.2021 16:00,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,3,1,7.4,6.4,Atkinson M. (Eng),Stamford Bridge (London),40 341,40 109,62%,38%,20,6,9,2,7,2,86%,75%,1,3,6,3,5,1,1,0,11,12,31,17,11,13,1,6,0,1
rmb49Wca,,FINISHED,02.10.2021 16:00,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,1,0,7.2,6.5,Hooper S. (Eng),Elland Road (Leeds),37 792,36 261,67%,33%,20,5,4,1,6,3,81%,65%,0,3,10,2,6,2,0,0,14,10,21,24,10,16,1,3,,
QVgP48CU,,FINISHED,02.10.2021 16:00,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,2,1,7.2,6.5,Scott G. (Eng),Molineux Stadium (Wolverhampton),31 750,30 483,52%,48%,7,8,3,2,0,4,84%,80%,0,2,3,3,1,3,2,1,6,15,23,27,15,5,1,1,,
